name,price,link,genre
Art Blakey - Buhainas Delight (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/art-blakey-buhainas-delight,Jazz
Art Blakey And The Jazz Messengers  - Just Coolin (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/339598-art-blakey-and-the-jazz-messengers-just-coolin,Jazz
Asia - Asia (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00057808-asia-asia,Rock
Atmosphere - Overcast (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00012053-atmosphere-overcast,Rap
Atmosphere - Sevens Travels (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/ln00020101-atmosphere-sevens-travels-10th-anniversary-edition,Rap
Atmosphere - The Family Sign (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/ln00012815-atmosphere-the-family-sign,Rap
Atmosphere - You Cant Imagine How Much Fun Were Having (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00050610-atmosphere-you-cant-imagine-how-much-fun-were-having,Rap
Autopsy - The Headless Ritual (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/ln00060442-autopsy-the-headless-ritual,Metal
Avishai Cohen - Naked Truth (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00058275-avishai-cohen-naked-truth,Jazz
Avril Lavigne - Love Sux (Indie) (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00058940-avril-lavigne-love-sux-indie,Pop
Avril Lavigne - Love Sux (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/rs00058928-avril-lavigne-love-sux,Pop
Aywee Tha Seed - Smokey Ways To Chill (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00055456-aywee-tha-seed-smokey-ways-to-chill,Rap
Babyface Ray - Face (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00057172-babyface-ray-face,Rap
Bad Brains - I Against I (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/ln00001156-bad-brains-i-against-i,Punk
Bad Brains - Rise (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00057770-bad-brains-rise,Punk
Bad Religion - Suffer (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00004429-bad-religion-suffer,Punk
Badbadnotgood - Talk Memory (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00050652-badbadnotgood-talk-memory,Jazz
Band Of Horses - Everything All the Time (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/band-of-horses-everything-all-the-time,Alternatif
Barr Brothers - Queens Of The Breakers (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/barr-brothers-queens-of-the-breakers,Folk
Barr Brothers - The Barr Brothers (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/barr-brothers-the-barr-brothers,Folk
Basia Bulat - Are You In Love? (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/rs00040578-basia-bulat-are-you-in-love,Alternatif
Basia Bulat - Good Advice (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/ln00029346-basia-bulat-good-advice,Alternatif
Basia Bulat - Tall Tall Shadow (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/ln00019120-basia-bulat-tall-tall-shadow,Alternatif
Bauhaus - Burning From the Inside (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00045517-bauhaus-burning-from-the-inside,Alternatif
Bauhaus - In the Flat Field (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00016987-bauhaus-in-the-flat-field,Alternatif
Beach House - 7 (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00042331-beach-house-7,Alternatif
Beach House - B-sides And Rarities (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00036967-beach-house-b-sides-and-rarities,Alternatif
Beach House - Depression Cherry (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/beach-house-depression-cherry,Alternatif
Beastie Boys - Licensed To Ill: 30th Anniversary (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00032865-beastie-boys-licensed-to-ill-30th-anniversary,Rap
Belle And Sebastian - Days Of The Bagnold Summer Soundtrack (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/belle-and-sebastian-days-of-the-bagnold-summer-soundtrack,Alternatif
Belle and Sebastian - Fold Your Hands Child You Walk Like A Peasant (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00023089-belle-and-sebastian-fold-your-hands-child-you-walk-like-a-peasant,Alternatif
Belle and Sebastian - If Youre Feeling Sinister (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/ln00011309-belle-and-sebastian-if-youre-feeling-sinister,Alternatif
Belle And Sebastian - Late Developers (indie) (Vinyle Neuf),$43.99,https://aux33tours.com/collections/nouveautes/products/rs00060042-belle-and-sebastian-late-developers-indie,Alternatif
Belle And Sebastian - Late Developers (Vinyle Neuf),$43.99,https://aux33tours.com/collections/nouveautes/products/rs00059401-pavement-late-developers,Alternatif
Belle and Sebastian - Write About Love (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00007687-belle-and-sebastian-write-about-love,Alternatif
Ben Harper - Bloodline Maintenance (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/rs00055491-ben-harper-bloodline-maintenance,Rock
Benjamin Biolay - Vengeance (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00039939-benjamin-biolay-vengeance,Francophone
Besnard Lakes - The Besnard Lakes Are The Last Of The Great (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00058878-besnard-lakes-the-besnard-lakes-are-the-last-of-the-great,Alternatif
Besnard Lakes - The Besnard Lakes Are The Prayers For The Death Of Fame (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/rs00057062-besnard-lakes-the-besnard-lakes-are-the-prayers-for-the-death-of-fame,Alternatif
Big KRIT - Digital Roses Dont Die (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00058929-big-krit-digital-roses-dont-die,Rap
Big Star - 1 Record (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/big-star-1-record,Rock
Bigflo And Oli - Les Autres Cest Nous (Vinyle Neuf),$56.99,https://aux33tours.com/collections/nouveautes/products/rs00059937-bigflo-and-oli-les-autres-cest-nous,N/A
Bikini Kill - Pussy Whipped (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00002976-bikini-kill-pussy-whipped,Punk
Bikini Kill - Revolution Girl Style Now (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00028029-bikini-kill-revolution-girl-style-now,Punk
Bill Evans - On A Friday Evening (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00049007-bill-evans-on-a-friday-evening,Jazz
Bill Evans - Trio 64 (Acoustic Sounds Series) (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00049837-bill-evans-trio-64-acoustic-sounds-series,Jazz
Bill Evans - Trio 65 (Acoustic Sounds Series) (Vinyle Neuf),$61.99,https://aux33tours.com/collections/nouveautes/products/rs00049838-bill-evans-trio-65-acoustic-sounds-series,Jazz
Billy Talent - Billy Talent (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/ln00033692-billy-talent-billy-talent,Punk
Bjork - Fossora (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/rs00057453-bjork-fossora,Alternatif
Black Crowes - The Southern Harmony and Musical Companion (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00029164-black-crowes-the-southern-harmony-and-musical-companion,Rock
Black Dahlia Murder - Miasma (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00038970-black-dahlia-murder-miasma,Metal
Black Dahlia Murder - Unhallowed (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00041841-black-dahlia-murder-unhallowed,Metal
Black Flag - My War (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/ln00001258-black-flag-my-war,Punk
Black Keys - Attack and Release (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/ln00002457-black-keys-attack-and-release,Alternatif
Black Keys - Brothers (Vinyle Neuf),$42.99,https://aux33tours.com/collections/nouveautes/products/ln00005031-black-keys-brothers,Alternatif
Black Keys - Dropout Boogie (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00053701-black-keys-dropout-boogie,Alternatif
Black Midi - Hellfire (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/rs00055023-black-midi-hellfire,Alternatif
Black Pumas - Black Pumas (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/ln00049792-black-pumas-black-pumas,Funk/Soul
Black Sabbath - Sabbath Bloody Sabbath (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00011340-black-sabbath-sabbath-bloody-sabbath,Metal
Black Sabbath - Sabotage (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00011646-black-sabbath-sabotage,Metal
Blanck Mass - World Eater (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/blanck-mass-world-eater,Alternatif
Blue Rodeo - Five Days In July (Vinyle Neuf),$61.99,https://aux33tours.com/collections/nouveautes/products/ln00028373-blue-rodeo-five-days-in-july,Rock
Blut Aus Nord - Hallucinogen (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/ln00054125-blut-aus-nord-hallucinogen,Metal
Boards Of Canada - Music Has the Right To Children (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/ln00020200-boards-of-canada-music-has-the-right-to-children,Electronique
Bob Dylan - Nashville Skyline (Vinyle Blanc) (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/rs00052683-bob-dylan-nashville-skyline-vinyle-blanc,Rock
Bob Dylan - Planet Waves (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00028412-bob-dylan-planet-waves,Rock
Bob Dylan - Slow Train Coming (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00026555-bob-dylan-slow-train-coming,Rock
Bob Dylan - Street Legal (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/bob-dylan-street-legal,Rock
Bob Marley - Bob Marley And The Chineke! Orchestra (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00054760-bob-marley-bob-marley-and-the-chineke-orchestra,Reggae
Bonny Light Horseman - Bonny Light Horseman (Vinyle Neuf),$18.99,https://aux33tours.com/collections/nouveautes/products/ln00055253-bonny-light-horseman-bonny-light-horseman,Folk
Bonny Light Horseman - Rolling Golden Holy (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/rs00055526-bonny-light-horseman-rolling-golden-holy-black,Folk
Breeders - All Nerve (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/breeders-all-nerve,Alternatif
Bright Eyes - Down In The Weeds Where The World Once Was (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00055685-bright-eyes-down-in-the-weeds-where-the-world-once-was,Alternatif
Bright Eyes - Im Wide Awake and Its Morning (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/ln00003053-bright-eyes-im-wide-awake-and-its-morning,Alternatif
Bring Me The Horizon - There Is A Hell Believe Me Ive Seen It (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/ln00034046-bring-me-the-horizon-there-is-a-hell-believe-me-ive-seen-it,Metal
Bring Me The Horizon - This Is What The Edge Of Your Seat Was Made For (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00043861-bring-me-the-horizon-this-is-what-the-edge-of-your-seat-was-made-for,Metal
Brother Ali - Secrets And Escapes (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/brother-ali-secrets-and-escapes,Rap
Brother Ali - Us (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/ln00004956-brother-ali-us,Rap
Bruce Dickinson - Accident Of Birth (2LP) (Vinyle Neuf),$51.99,https://aux33tours.com/collections/nouveautes/products/rs00057351-bruce-dickinson-accident-of-birth-2lp,Metal   Relié à :  IronMaiden
Buddy Guy - Stone Crazy (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/ln00042285-buddy-guy-stone-crazy,Blues
Buddy Guy - The Blues Dont Lie (Vinyle Neuf),$38.99,https://aux33tours.com/collections/nouveautes/products/rs00057479-buddy-guy-the-blues-dont-lie,Blues
Built To Spill - When The Wind Forgets Your Name (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/rs00054616-built-to-spill-when-the-wind-forgets-your-name,Alternatif
Burial - Antidawn EP (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/rs00052122-burial-antidawn-ep,Electronique
Calexico - El Mirador (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/rs00053254-calexico-el-mirador,Alternatif
Calexico - The Thread That Keeps Us (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00039866-calexico-the-thread-that-keeps-us,Folk
Camera Obscura - Making Money (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/rs00052890-camera-obscura-making-money,Alternatif
Can - Soundtracks (Vinyle Mauve) (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00053236-can-soundtracks-vinyle-mauve,Psych/Prog
Car Seat Headrest - Making A Door Less Open (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00054623-car-seat-headrest-making-a-door-less-open,Alternatif
Car Seat Headrest - Teens Of Denial (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/ln00031454-car-seat-headrest-teens-of-denial,Alternatif
Carnivore - Carnivore (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/ln00033244-carnivore-carnivore,Metal
Cars - Candy O (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/cars-candy-o,Rock
Cars - Panorama (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00055790-cars-panorama,Rock
Cat Power - Covers Record (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00011313-cat-power-covers-record,Alternatif
Cat Power - Moon Pix (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00002301-cat-power-moon-pix,Alternatif
Chad Vangaalen - Light Information (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/ln00037988-chad-vangaalen-light-information,Alternatif
Chad Vangaalen - Shrink Dust (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/ln00021190-chad-vangaalen-shrink-dust,Alternatif
Chad Vangaalen - Worlds Most Stressed Out Gardener (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/ln00059784-chad-vangaalen-worlds-most-stressed-out-gardener,Alternatif
Charles Mingus - East Coasting (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00022656-charles-mingus-east-coasting,Jazz
Charles Mingus - Presents Charles Mingus (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00028344-charles-mingus-presents-charles-mingus,Jazz
Charles Mingus - The Black Saint And The Sinner Lady (Acoustic Sound Series) (Vinyle Neuf),$65.99,https://aux33tours.com/collections/nouveautes/products/rs00051688-charles-mingus-the-black-saint-and-the-sinner-lady-acoustic-sound-series,Jazz
Charley Crockett - Lil Gl Presents: Jukebox Charley (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/rs00053945-charley-crockett-lil-gl-presents-jukebox-charley,Country
Charli XCX - Crash (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/rs00052945-charli-xcx-crash,Pop
Charli XCX - How Im Feeling Now (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00056122-charli-xcx-how-im-feeling-now,Pop
Charlie Puth - Charlie (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00059287-charlie-puth-charlie,Pop
Choking Victim - No Gods No Managers (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00018110-choking-victim-no-gods-no-managers,Punk
Clipping - Wriggle (Expanded) (Loser) (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/ln00061408-clipping-wriggle-expanded-loser,Rap
Clipse - Hell Hath No Fury (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00023523-clipse-hell-hath-no-fury,Rap
Club Nouveau - Life Love And Pain (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/rs00059778-club-nouveau-life-love-and-pain,Funk/Soul
Cocteau Twins - Head Over Heels (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00004504-cocteau-twins-head-over-heels,Alternatif
Cocteau Twins - Heaven Or Las Vegas (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/ln00022618-cocteau-twins-heaven-or-las-vegas,Alternatif
Cocteau Twins - Tiny Dynamine / Echoes In A Shallow Bay (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00026582-cocteau-twins-tiny-dynamine-echoes-in-a-shallow-bay,Alternatif
Cold Gawd - God Get Me The Fuck Out Of Here (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/rs00057213-cold-gawd-god-get-me-the-fuck-out-of-here,Alternatif
Cramps - All Aboard The Drug Train (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/rs00056182-cramps-all-aboard-the-drug-train,Punk
Cramps - Big Beat From Badsville (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00025918-cramps-big-beat-from-badsville,Punk
Cult - Electric Peace (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/ln00018489-cult-electric-peace,Alternatif
Cure - Torn Down: Mixed Up Extras 2018 (Vinyle Neuf),$56.99,https://aux33tours.com/collections/nouveautes/products/rs00059580-cure-torn-down-mixed-up-extras-2018,Alternatif
Curtis Knight And The Squires - You Cant Use My Name (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/rs00055642-curtis-knight-and-the-squires-you-cant-use-my-name,Rock   Relié à :  JimiHendrix
Curtis Mayfield - Curtis (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/ln00000057-curtis-mayfield-curtis,Funk/Soul
Czarface - The Odd Czar Against Us (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/czarface-the-odd-czar-against-us,Rap
Czarface / Ghostface Killah - Czarface Meets Ghostface (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00046977-czarface-ghostface-killah-czarface-meets-ghostface,Rap
Czarface / MF Doom - Super What? (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/rs00049063-czarface-mf-doom-super-what,Rap
Damien Jurado - Whats New Tomboy (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/383805-damien-jurado-whats-new-tomboy,Folk
Damned - Machine Gun Etiquette (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/ln00031912-damned-machine-gun-etiquette,Punk
Danger Mouse / Black Thought - Cheat Codes (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00055009-danger-mouse-black-thought-cheat-codes,Rap
Daniel Belanger - Mercure En Mai (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/rs00058418-daniel-belanger-mercure-en-mai,Francophone
Daniel Lanois - Player Piano (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00058608-daniel-lanois-player-piano,Rock
David Bowie - The Man Who Sold The World (Pic Disc) (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00048464-david-bowie-the-man-who-sold-the-world-pic-disc,Rock
David Bowie - The Rise and Fall Of Ziggy Stardust and the Spiders From Mars (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/david-bowie-the-rise-and-fall-of-ziggy-stardust-and-the-spiders-from-mars,Rock
David Bowie - Young Americans (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/david-bowie-young-americans,Rock
David Byrne - American Utopia On Broadway (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00053556-david-byrne-american-utopia-on-broadway,Alternatif   Relié à :  TalkingHeads
Dead Can Dance - Within the Realm Of A Dying Sun (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00033304-dead-can-dance-within-the-realm-of-a-dying-sun,Alternatif
Dead Kennedys - Fresh Fruit For Rotting Vegetables (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00012744-dead-kennedys-fresh-fruit-for-rotting-vegetables,Punk
Deafheaven - Ordinary Corrupt Human Love (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00042750-deafheaven-ordinary-corrupt-human-love,Metal
