name,price,link,genre
Anvil - Metal On Metal,$26.99,https://aux33tours.com/collections/nouveautes/products/anvil-metal-on-metal,Metal
Aphex Twin - Collapse EP,$23.99,https://aux33tours.com/collections/nouveautes/products/aphex-twin-collapse-ep,Electronique
April Wine - Electric Jewels,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00061052-april-wine-electric-jewels,Rock
April Wine - Forever For Now,$26.99,https://aux33tours.com/collections/nouveautes/products/rs00057689-april-wine-forever-for-now,Rock
Arctic Monkeys - AM,$31.99,https://aux33tours.com/collections/nouveautes/products/arctic-monkeys-am,Alternatif
Arctic Monkeys - Humbug,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00004612-arctic-monkeys-humbug,Alternatif
Arctic Monkeys - Suck It and See,$29.99,https://aux33tours.com/collections/nouveautes/products/ln00010532-arctic-monkeys-suck-it-and-see,Alternatif
Arctic Monkeys - Tranquility Base Hotel + Casino,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00042330-arctic-monkeys-tranquility-base-hotel-casino,Alternatif
Aretha Franklin - A Brand New Me: Aretha Franklin with The Royal Philharmonic Orchestra,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00038968-aretha-franklin-a-brand-new-me-aretha-franklin-with-the-royal-philharmonic-orchestra,Funk/Soul
Aretha Franklin - Aretha (2020) (2LP),$37.99,https://aux33tours.com/collections/nouveautes/products/rs00044218-aretha-franklin-aretha-2020-2lp,Funk/Soul
Aretha Franklin - Lady Soul,$24.99,https://aux33tours.com/collections/nouveautes/products/ln00012940-aretha-franklin-lady-soul,Funk/Soul
Armagedda - Ond Spiritism,$33.99,https://aux33tours.com/collections/nouveautes/products/ln00049549-armagedda-ond-spiritism,Metal
Ashe - Rae,$37.99,https://aux33tours.com/collections/nouveautes/products/rs00058074-ashe-rae,Pop
At The Drive In - Inter Alia,$35.99,https://aux33tours.com/collections/nouveautes/products/ln00036316-at-the-drive-in-inter-alia,Punk
Audioslave - Audioslave,$41.99,https://aux33tours.com/collections/nouveautes/products/ln00006343-audioslave-audioslave,Alternatif
Autopsy - Severed Survival,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00023670-autopsy-severed-survival,Metal
Average White Band - Soul Searching,$27.99,https://aux33tours.com/collections/nouveautes/products/rs00040944-average-white-band-soul-searching,Funk/Soul
B 52s - Cosmic Thing,$31.99,https://aux33tours.com/collections/nouveautes/products/b-52s-cosmic-thing,New Wave
Bad Brains - Quickness,$29.99,https://aux33tours.com/collections/nouveautes/products/rs00051230-bad-brains-quickness,Punk
Baest - Necro Sapiens,$27.99,https://aux33tours.com/collections/nouveautes/products/rs00046545-baest-necro-sapiens,Metal
Balka Sound - Balka Sound,$39.99,https://aux33tours.com/collections/nouveautes/products/rs00058563-balka-sound-balka-sound,Monde
BB KIng - Beats Like A Hammer: Early and Rare Tracks,$24.99,https://aux33tours.com/collections/nouveautes/products/ln00032335-bb-king-beats-like-a-hammer-early-and-rare-tracks,Blues
Be All End All - Object To Persona,$29.99,https://aux33tours.com/collections/nouveautes/products/be-all-end-all-object-to-persona,Punk
Beach Bunny - Emotional Creature,$34.99,https://aux33tours.com/collections/nouveautes/products/rs00054682-beach-bunny-emotional-creature,Alternatif
Beatles - Beginnings: Aintree Inst Set 1961,$27.99,https://aux33tours.com/collections/nouveautes/products/rs00058318-beatles-beginnings-aintree-inst-set-1961,Rock
Beatles - Dans Leur 14 Plus Grands Succes (Pic Disc) (FC),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00051594-beatles-dans-leur-14-plus-grands-succes-pic-disc-fc,Rock
Beatles - Let It Be,$43.99,https://aux33tours.com/collections/nouveautes/products/beatles-let-it-be,Rock
Ben Caplan - Recollection,$26.99,https://aux33tours.com/collections/nouveautes/products/rs00055855-ben-caplan-recollection,Folk
Bernard Fort - Fractals / Brain Fever,$32.99,https://aux33tours.com/collections/nouveautes/products/334568-bernard-fort-fractals-brain-fever,Experimentale
Berurier Noir - Souvent Fauche Toujours Marteau,$36.99,https://aux33tours.com/collections/nouveautes/products/ln00032618-berurier-noir-souvent-fauche-toujours-marteau,Punk
Best Coast - Crazy For You,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00007605-best-coast-crazy-for-you,Alternatif
Beths - Expert In a Dying Field,$32.99,https://aux33tours.com/collections/nouveautes/products/rs00057519-beths-expert-in-a-dying-field,Alternatif
Bevis Frond - Miasma,$34.99,https://aux33tours.com/collections/nouveautes/products/bevis-frond-miasma,Psych/Prog
Beyonce - Renaissance,$48.99,https://aux33tours.com/collections/nouveautes/products/rs00057295-beyonce-renaissance,Pop
Big Thief - Masterpiece,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00030908-big-thief-masterpiece,Alternatif
Bigflo Et Oli - La Vraie Vie,$48.99,https://aux33tours.com/collections/nouveautes/products/ln00040451-bigflo-et-oli-la-vraie-vie,Rap
Bill Brandon - Bill Brandon,$26.99,https://aux33tours.com/collections/nouveautes/products/rs00059084-bill-brandon-bill-brandon,Funk/Soul
Bill Laswell - City Of Light,$34.99,https://aux33tours.com/collections/nouveautes/products/bill-laswell-city-of-light,Alternatif
Billie Holiday - Songs For Distingue Lovers,$28.99,https://aux33tours.com/collections/nouveautes/products/billie-holiday-songs-for-distingue-lovers,Jazz
Billie Holiday - The Real Lady Day Sings the Blues,$19.99,https://aux33tours.com/collections/nouveautes/products/ln00020608-billie-holiday-the-real-lady-day-sings-the-blues,Jazz
Billy Talent - Billy Talent,$24.99,https://aux33tours.com/collections/nouveautes/products/ln00033692-billy-talent-billy-talent,Punk
Birds In Row - Gris Klein,$23.99,https://aux33tours.com/collections/nouveautes/products/rs00057912-birds-in-row-gris-klein,Punk
Bjork - Declare Independence,$12.99,https://aux33tours.com/collections/nouveautes/products/bjork-declare-independence,Alternatif
Bjork - Earth Intruders,$12.99,https://aux33tours.com/collections/nouveautes/products/ln00029809-bjork-earth-intruders,Alternatif
Bjork - Innocence,$12.99,https://aux33tours.com/collections/nouveautes/products/bjork-innocence,Alternatif
Black Keys - Brothers,$51.99,https://aux33tours.com/collections/nouveautes/products/ln00005031-black-keys-brothers,Alternatif
Black Sabbath - Never Say Die,$41.99,https://aux33tours.com/collections/nouveautes/products/ln00031864-black-sabbath-never-say-die,Metal
Black Sabbath - Sabbath Bloody Sabbath,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00011340-black-sabbath-sabbath-bloody-sabbath,Metal
Black Sabbath - Sabotage,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00011646-black-sabbath-sabotage,Metal
Black Sheep - The Choice Is Yours,$14.99,https://aux33tours.com/collections/nouveautes/products/rs00056459-black-sheep-the-choice-is-yours,Rap
Bleachers - Take The Sadness Out Of Saturday Night,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00062173-bleachers-take-the-sadness-out-of-saturday-night,Alternatif
Blind Lemon Jefferson - Volume 1,$19.99,https://aux33tours.com/collections/nouveautes/products/ln00020607-blind-lemon-jefferson-volume-1,Blues
Blind Willie Johnson - Sweeter As the Years Go By,$23.99,https://aux33tours.com/collections/nouveautes/products/blind-willie-johnson-sweeter-as-the-years-go-by,Blues
Blind Willie Mctell - The Early Years 1927 - 1933,$24.99,https://aux33tours.com/collections/nouveautes/products/blind-willie-mctell-the-early-years-1927-1933,Blues
Blockhead - Interludes After Midnight,$37.99,https://aux33tours.com/collections/nouveautes/products/blockhead-interludes-after-midnight,Electronique
Blockhead - The Music Scene,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00005256-blockhead-the-music-scene,Electronique
Blood Orange - Negro Swan,$33.99,https://aux33tours.com/collections/nouveautes/products/ln00044163-blood-orange-negro-swan,Alternatif
Blue Stingrays - Surf-n-burn,$28.99,https://aux33tours.com/collections/nouveautes/products/rs00050425-blue-stingrays-surf-n-burn,Psych/Prog
Boards Of Canada - Trans Canada Highway,$30.99,https://aux33tours.com/collections/nouveautes/products/ln00019435-boards-of-canada-trans-canada-highway,Electronique
Bob Dylan - Modern Times,$29.99,https://aux33tours.com/collections/nouveautes/products/ln00023780-bob-dylan-modern-times,Rock
Bob Marley - Jamaican Storm,$18.99,https://aux33tours.com/collections/nouveautes/products/bob-marley-and-the-wailers-jamaican-storm,Reggae
Bob Marley - Rasta Revolution,$19.99,https://aux33tours.com/collections/nouveautes/products/ln00009581-bob-marley-and-the-wailers-rasta-revolution,Reggae
Bob Marley - The Birth Of A Legend,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00005464-bob-marley-and-the-wailers-the-birth-of-a-legend,Reggae
Bob Marley and the Wailers - Rastaman Vibration,$39.99,https://aux33tours.com/collections/nouveautes/products/ln00027506-bob-marley-and-the-wailers-rastaman-vibration,Reggae
Body / Head - Coming Apart,$24.99,https://aux33tours.com/collections/nouveautes/products/ln00018842-body-head-coming-apart,Alternatif
Bohren And Der Club Of Gore - Patchouli Blue,$36.99,https://aux33tours.com/collections/nouveautes/products/ln00053960-bohren-and-der-club-of-gore-patchouli-blue,Experimentale
Bonnie Prince Billy - Ease Down the Road,$30.99,https://aux33tours.com/collections/nouveautes/products/bonnie-prince-billy-ease-down-the-road,Folk
Bonobo - Fragments,$39.99,https://aux33tours.com/collections/nouveautes/products/rs00051960-bonobo-fragments,Electronique
Boston - Dont Look Back,$41.99,https://aux33tours.com/collections/nouveautes/products/ln00037604-boston-dont-look-back,Rock
Boston - Third Stage,$19.99,https://aux33tours.com/collections/nouveautes/products/ln00043636-boston-third-stage,Rock
Boz Scaggs - Dig,$25.99,https://aux33tours.com/collections/nouveautes/products/ln00051492-boz-scaggs-dig,Rock
Brand New Heavies - Apparently Nothing,$11.99,https://aux33tours.com/collections/nouveautes/products/brand-new-heavies-apparently-nothing,Funk/Soul
Breakwater - No Limit / Do It Till The Fluid Gets Hot,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00056542-breakwater-no-limit-do-it-till-the-fluid-gets-hot,Funk/Soul
Brian Fallon - Local Honey,$24.99,https://aux33tours.com/collections/nouveautes/products/382164-brian-fallon-local-honey,Punk
Broadcast - BBC Maida Vale Sessions,$35.99,https://aux33tours.com/collections/nouveautes/products/rs00052549-broadcast-bbc-maida-vale-sessions,Alternatif
Broadcast - Tender Buttons,$29.99,https://aux33tours.com/collections/nouveautes/products/ln00024825-broadcast-tender-buttons,Alternatif
Broken Bells - Broken Bells,$21.99,https://aux33tours.com/collections/nouveautes/products/broken-bells-broken-bells,Alternatif
Brooks - Any Day Now,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00056883-samhain-iii-november-coming-fire-fc,Funk/Soul
Bruce Dickinson - Accident Of Birth (2LP),$51.99,https://aux33tours.com/collections/nouveautes/products/rs00057351-bruce-dickinson-accident-of-birth-2lp,Metal
Bruno Spoerri / Betha Sarasin - Ax+by+cz+d=0 (aka Kunst Am Computer),$31.99,https://aux33tours.com/collections/nouveautes/products/bruno-spoerri-betha-sarasin-ax-by-cz-d-0-aka-kunst-am-computer,Experimentale
Budos Band - The Budos Band,$25.99,https://aux33tours.com/collections/nouveautes/products/budos-band-the-budos-band,Funk/Soul
Buena Vista Social Club - Buena Vista Social Club (25th Anniversary Edition),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00033562-buena-vista-social-club-buena-vista-social-club,Monde
Buffalo Springfield - Buffalo Springfield Again,$34.99,https://aux33tours.com/collections/nouveautes/products/buffalo-springfield-buffalo-springfield-again,Rock
Burial - Burial,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00005778-burial-burial,Electronique
Byron Lee - Uptown Top Ranking,$32.99,https://aux33tours.com/collections/nouveautes/products/ln00036502-byron-lee-uptown-top-ranking,Reggae
Caamp - Lavender Days,$32.99,https://aux33tours.com/collections/nouveautes/products/rs00054394-caamp-lavender-days,Folk
Can - Monster Movie,$48.99,https://aux33tours.com/collections/nouveautes/products/ln00022237-can-monster-movie,Psych/Prog
Can - Soundtracks (Vinyle Mauve),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00053236-can-soundtracks-vinyle-mauve,Psych/Prog
Can - Soundtracks,$36.99,https://aux33tours.com/collections/nouveautes/products/ln00022230-can-soundtracks,Psych/Prog
Candlemass - Door To Doom,$41.99,https://aux33tours.com/collections/nouveautes/products/ln00052598-candlemass-door-to-doom,Metal
Cannonball Adderley - Somethin Else,$22.99,https://aux33tours.com/collections/nouveautes/products/ln00021178-cannonball-adderley-somethin-else,Jazz
Carlos Nino and Friends - Extra Presence,$37.99,https://aux33tours.com/collections/nouveautes/products/rs00055753-carlos-nino-and-friends-extra-presence,Jazz
Carly Simon - No Secrets,$48.99,https://aux33tours.com/collections/nouveautes/products/ln00004328-carly-simon-no-secrets,Rock
Carmen Maki and Blues Creation - Carmen Maki and Blues Creation,$82.99,https://aux33tours.com/collections/nouveautes/products/ln00013122-carmen-maki-and-blues-creation-carmen-maki-and-blues-creation,Psych/Prog
Carole King - Tapestry,$32.99,https://aux33tours.com/collections/nouveautes/products/ln00003585-carole-king-tapestry,Rock
Cate Le Bon - Mug Muesum,$31.99,https://aux33tours.com/collections/nouveautes/products/cate-le-bon-mug-muesum,Alternatif
Cayouche - Les Meilleures Tounes,$28.99,https://aux33tours.com/collections/nouveautes/products/ln00053197-cayouche-les-meilleures-tounes,Francophone
Celia - Celia (1970),$37.99,https://aux33tours.com/collections/nouveautes/products/ln00048552-celia-celia-1970,Monde
Celine Dion - 1 Fille Et 4 Types,$32.99,https://aux33tours.com/collections/nouveautes/products/ln00037925-celine-dion-1-fille-et-4-types,Francophone
Celine Dion - Lets Talk About Love,$36.99,https://aux33tours.com/collections/nouveautes/products/celine-dion-lets-talk-about-love,Francophone
Cem Karaca - Nem Kaldi,$42.99,https://aux33tours.com/collections/nouveautes/products/ln00023012-cem-karaca-nem-kaldi,Monde
Chaino and His African Percussion Safari - Jungle Echoes,$31.99,https://aux33tours.com/collections/nouveautes/products/24446-chaino-and-his-african-percussion-safari-jungle-echoes,Monde
Champion - Best Seller,$21.99,https://aux33tours.com/collections/nouveautes/products/ln00031384-champion-best-seller,Electronique
Charles Aznavour - Best Of,$49.99,https://aux33tours.com/collections/nouveautes/products/rs00050138-charles-aznavour-best-of,Francophone
Charles Bradley - Changes,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00029815-charles-bradley-changes,Funk/Soul
Charles Bradley - No Time For Dreaming,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00009710-charles-bradley-no-time-for-dreaming,Funk/Soul
Charlie Puth - Charlie,$31.99,https://aux33tours.com/collections/nouveautes/products/rs00059287-charlie-puth-charlie,Pop
Cheech And Chong - Santa Claus And His Old Lady,$16.99,https://aux33tours.com/collections/nouveautes/products/rs00058638-cheech-and-chong-santa-claus-and-his-old-lady,Humour
Chic - Cest Chic,$37.99,https://aux33tours.com/collections/nouveautes/products/chic-cest-chic,Disco
Chicago Gangsters - Gangster Love,$29.99,https://aux33tours.com/collections/nouveautes/products/rs00059085-chicago-gangsters-gangster-love,Funk/Soul
Cigarettes After Sex - Cigarettes After Sex,$32.99,https://aux33tours.com/collections/nouveautes/products/cigarettes-after-sex-cigarettes-after-sex,Alternatif
Clairo - Diary 001,$34.99,https://aux33tours.com/collections/nouveautes/products/ln00058863-clairo-diary-001,Pop
Clara Luciani - Sainte-victoire,$61.99,https://aux33tours.com/collections/nouveautes/products/ln00041738-clara-luciani-sainte-victoire,Francophone
Coilguns - Watchwinders,$23.99,https://aux33tours.com/collections/nouveautes/products/316076-coilguns-watchwinders,Metal
Coldplay - Music Of The Spheres,$44.99,https://aux33tours.com/collections/nouveautes/products/rs00051407-coldplay-music-of-the-spheres,Alternatif
Collection - Ennio Morricone: De Sergio Leone A Quentin Tarantino,$31.99,https://aux33tours.com/collections/nouveautes/products/rs00046289-collection-ennio-morricone-de-sergio-leone-a-quentin-tarantino,Bandes Sonores
Collection - The Hobbit And Lord Of The Rings Music Collection,$51.99,https://aux33tours.com/collections/nouveautes/products/rs00054450-collection-the-hobbit-and-lord-of-the-rings-music-collection,Bandes Sonores
Colour Haze - She Said,$52.99,https://aux33tours.com/collections/nouveautes/products/rs00052366-colour-haze-she-said,Psych/Prog
Common - A Beautiful Revolution Pt 1 (Indie),$32.99,https://aux33tours.com/collections/nouveautes/products/ln00059132-common-a-beautiful-revolution-pt-1-indie,Rap
Congos - Heart Of the Congos,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00005952-congos-heart-of-the-congos,Reggae
Corey Hart - Everything In My Heart,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00049105-corey-hart-everything-in-my-heart,Rock
Coroner - Grin,$53.99,https://aux33tours.com/collections/nouveautes/products/ln00048148-coroner-grin,Metal
Cranberries - Everybody Else Is Doing It So Why Cant We,$34.99,https://aux33tours.com/collections/nouveautes/products/cranberries-everybody-else-is-doing-it-so-why-cant-we,Alternatif
Crass - Best Before 1984,$34.99,https://aux33tours.com/collections/nouveautes/products/ln00005429-crass-best-before-1984,Punk
Creedence Clearwater Revival - Cosmos Factory,$39.99,https://aux33tours.com/collections/nouveautes/products/ln00026970-creedence-clearwater-revival-cosmos-factory,Rock
Crow - Crow Music,$33.99,https://aux33tours.com/collections/nouveautes/products/rs00058566-crow-crow-music,Rock
Curtis Mayfield - Roots,$28.99,https://aux33tours.com/collections/nouveautes/products/curtis-mayfield-roots,Funk/Soul
Daktaris - Soul Explosion,$27.99,https://aux33tours.com/collections/nouveautes/products/daktaris-soul-explosion,Funk/Soul
Damien Jurado - Reggae Film Star,$25.99,https://aux33tours.com/collections/nouveautes/products/rs00054684-damien-jurado-reggae-film-star,Folk
Damso - Ipseite,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00051073-damso-ipseite,Rap
DAngelo and the Vanguard - Black Messiah,$28.99,https://aux33tours.com/collections/nouveautes/products/ln00024780-dangelo-and-the-vanguard-black-messiah,Funk/Soul
Daniel Avery - Ultra Truth,$51.99,https://aux33tours.com/collections/nouveautes/products/rs00058402-daniel-avery-ultra-truth,Electronique
Daniel Lanois - Player Piano,$31.99,https://aux33tours.com/collections/nouveautes/products/rs00058608-daniel-lanois-player-piano,Rock
Daniel Norgren - Wooh Dang,$24.99,https://aux33tours.com/collections/nouveautes/products/rs00047034-daniel-norgren-wooh-dang,Alternatif
Daniel Romano - Come Cry With Me,$25.99,https://aux33tours.com/collections/nouveautes/products/ln00018745-daniel-romano-come-cry-with-me,Folk
Daniel Rossen - You Belong There,$29.99,https://aux33tours.com/collections/nouveautes/products/rs00054284-daniel-rossen-you-belong-there,Alternatif
Dark Blue - Red White and Dark Blue,$18.99,https://aux33tours.com/collections/nouveautes/products/dark-blue-red-white-and-dark-blue,Alternatif
Dark Tranquillity - The Minds I,$33.99,https://aux33tours.com/collections/nouveautes/products/ln00042480-dark-tranquillity-the-minds-i,Metal
Darkthrone - Astral Fortress,$31.99,https://aux33tours.com/collections/nouveautes/products/rs00058158-darkthrone-astral-fortress,Metal
Darkthrone - Old Star,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00049041-darkthrone-old-star,Metal
Dave Brubeck - Take Five,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00038347-dave-brubeck-take-five,Jazz
Dave Hause - Patty / Paddy,$27.99,https://aux33tours.com/collections/nouveautes/products/ln00058990-dave-hause-patty-paddy,Punk
David Bowie - Scary Monsters,$28.99,https://aux33tours.com/collections/nouveautes/products/david-bowie-scary-monsters,Rock
David Bowie - The Rise and Fall Of Ziggy Stardust and the Spiders From Mars (Half-Speed Master),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00054720-david-bowie-the-rise-and-fall-of-ziggy-stardust-and-the-spiders-from-mars-half-speed-master,Rock
David Crosby - Live At The Matrix,$35.99,https://aux33tours.com/collections/nouveautes/products/ln00038360-david-crosby-live-at-the-matrix,Rock
Dawn Penn - No No No,$28.99,https://aux33tours.com/collections/nouveautes/products/rs00057687-dawn-penn-no-no-no,Reggae
Death Cab For Cutie - Asphalt Meadows,$31.99,https://aux33tours.com/collections/nouveautes/products/rs00057691-death-cab-for-cutie-asphalt-meadows,Alternatif
Death Cab For Cutie - The Photo Album,$54.99,https://aux33tours.com/collections/nouveautes/products/ln00023893-death-cab-for-cutie-the-photo-album,Alternatif
Death in June - Brown Book,$49.99,https://aux33tours.com/collections/nouveautes/products/ln00016424-death-in-june-brown-book-fc,Industrielle
Deer Tick - War Elephant,$32.99,https://aux33tours.com/collections/nouveautes/products/rs00043435-deer-tick-war-elephant,Folk
Dennis Wilson - Holy Man,$12.99,https://aux33tours.com/collections/nouveautes/products/dennis-wilson-holy-man,Rock
Depeche Mode - Playing the Angel: The 12 Singles,$189.99,https://aux33tours.com/collections/nouveautes/products/rs00058571-depeche-mode-playing-the-angel-the-12-singles,New Wave
Desmond Dekker - Israelites,$41.99,https://aux33tours.com/collections/nouveautes/products/ln00036170-desmond-dekker-israelites,Reggae
Destroy All Monsters - What Do I Get / Nobody Knows,$23.99,https://aux33tours.com/collections/nouveautes/products/destroy-all-monsters-what-do-i-get-nobody-knows,Punk
Di Melo - Di Melo,$43.99,https://aux33tours.com/collections/nouveautes/products/rs00050408-di-melo-di-melo,Monde
Diana Ross and The Supremes - Reflections,$38.99,https://aux33tours.com/collections/nouveautes/products/rs00051585-diana-ross-and-the-supremes-reflections,Funk/Soul
Dinosaur Jr - Without a Sound,$46.99,https://aux33tours.com/collections/nouveautes/products/dinosaur-jr-without-a-sound,Alternatif
Dio - Master Of The Moon,$41.99,https://aux33tours.com/collections/nouveautes/products/ln00054499-dio-master-of-the-moon,Metal
Dio - Sacred Heart,$42.99,https://aux33tours.com/collections/nouveautes/products/ln00041219-dio-sacred-heart,Metal
Disturbed - Divisive,$33.99,https://aux33tours.com/collections/nouveautes/products/rs00058615-disturbed-divisive,Metal
Disturbed - The Sickness,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00005920-disturbed-the-sickness,Metal
Doc Gyneco - Menu Best Of,$65.99,https://aux33tours.com/collections/nouveautes/products/rs00049708-doc-gyneco-menu-best-of,Rap
Dog Slaughter Beach - Motorcyclelpg,$22.99,https://aux33tours.com/collections/nouveautes/products/ln00060152-dog-slaughter-beach-motorcyclelpg,Alternatif
Dogg Pound - Lets Play House / What Would You Do / Big Pimpin,$4.99,https://aux33tours.com/collections/nouveautes/products/ln00038719-dogg-pound-lets-play-house-what-would-you-do-big-pimpin,Rap
Doomsquad - Kalaboogie,$18.99,https://aux33tours.com/collections/nouveautes/products/doomsquad-kalaboogie,Electronique
Doors - 13,$26.99,https://aux33tours.com/collections/nouveautes/products/ln00058992-doors-13,Rock
Doors - Live In New York,$67.99,https://aux33tours.com/collections/nouveautes/products/ln00005840-doors-live-in-new-york,Rock
Doors - Weird Scenes Inside the Goldmine,$31.99,https://aux33tours.com/collections/nouveautes/products/ln00020983-doors-weird-scenes-inside-the-goldmine,Rock
Dr John - Gris Gris,$24.99,https://aux33tours.com/collections/nouveautes/products/dr-john-gris-gris,Rock
Drunktank - Return Of The Infamous,$31.99,https://aux33tours.com/collections/nouveautes/products/rs00047906-drunktank-return-of-the-infamous,Punk
Dua Lipa - Dua Lipa,$35.99,https://aux33tours.com/collections/nouveautes/products/ln00039842-dua-lipa-dua-lipa,Pop
Duke Pearson - Hush,$19.99,https://aux33tours.com/collections/nouveautes/products/ln00050615-duke-pearson-hush,Jazz
